# time, 'deltacol', 'deltalat', 'deltalon', 'deltaped', 'x', 'y', 'z', 'q0', 'q1', 'q2', 'q3', 'u', 'v', 'w', 'p', 'q', 'r', 'wM1', 'wdotM1', 'wM2', 'wdotM2', 'wM3', 'wdotM3', 'wM4', 'wdotM4', 'deltacol_p', 'deltalat_p', 'deltalon_p', 'deltaped_p', reward, control reward
4.200000000000002620e-01,5.217832498999273412e+02,5.217832498999273412e+02,5.217832498999273412e+02,5.217832498999273412e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.219400765884339322e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.283690732753006714e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.930200688883981774e-01,1.346520509408311028e-03,-1.930200688883981774e-01,1.346520509408311028e-03,-1.930200688883981774e-01,1.346520509408311028e-03,-1.930200688883981774e-01,1.346520509408311028e-03,-1.881116673338176781e-01,-1.881116673338176781e-01,-1.881116673338176781e-01,-1.881116673338176781e-01,-1.605630809341440646e-02,-1.605630809341440646e-02
4.250000000000002665e-01,5.219085926141062828e+02,5.219085926141062828e+02,5.219085926141062828e+02,5.219085926141062828e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.283672175621976663e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.287123495117148408e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.921205253477061836e-01,1.329177069578468817e-03,-1.921205253477061836e-01,1.329177069578468817e-03,-1.921205253477061836e-01,1.329177069578468817e-03,-1.921205253477061836e-01,1.329177069578468817e-03,-1.872760492392914200e-01,-1.872760492392914200e-01,-1.872760492392914200e-01,-1.872760492392914200e-01,-1.615490712679346075e-02,-1.615490712679346075e-02
4.300000000000002709e-01,5.220322237974530708e+02,5.220322237974530708e+02,5.220322237974530708e+02,5.220322237974530708e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.348108936291449567e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.290305308808425977e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.912326284130509979e-01,1.311895607305491041e-03,-1.912326284130509979e-01,1.311895607305491041e-03,-1.912326284130509979e-01,1.311895607305491041e-03,-1.912326284130509979e-01,1.311895607305491041e-03,-1.864518413503128969e-01,-1.864518413503128969e-01,-1.864518413503128969e-01,-1.864518413503128969e-01,-1.625116202437570934e-02,-1.625116202437570934e-02
4.350000000000002753e-01,5.221541506593848680e+02,5.221541506593848680e+02,5.221541506593848680e+02,5.221541506593848680e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.412698581060746861e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.293239396304013411e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.903563357843253145e-01,1.294677722047055113e-03,-1.903563357843253145e-01,1.294677722047055113e-03,-1.903563357843253145e-01,1.294677722047055113e-03,-1.903563357843253145e-01,1.294677722047055113e-03,-1.856389956041009093e-01,-1.856389956041009093e-01,-1.856389956041009093e-01,-1.856389956041009093e-01,-1.634509254410088097e-02,-1.634509254410088097e-02
4.400000000000002798e-01,5.222743805490744080e+02,5.222743805490744080e+02,5.222743805490744080e+02,5.222743805490744080e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.477428803980942007e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.295928970389259582e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.894916040986412975e-01,1.277524977300048548e-03,-1.894916040986412975e-01,1.277524977300048548e-03,-1.894916040986412975e-01,1.277524977300048548e-03,-1.894916040986412975e-01,1.277524977300048548e-03,-1.848374630061706547e-01,-1.848374630061706547e-01,-1.848374630061706547e-01,-1.848374630061706547e-01,-1.643671850787353783e-02,-1.643671850787353783e-02
4.450000000000002842e-01,5.223929209521010080e+02,5.223929209521010080e+02,5.223929209521010080e+02,5.223929209521010080e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.542287459492587942e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298377233801040198e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.886383889543594705e-01,1.260438901060645378e-03,-1.886383889543594705e-01,1.260438901060645378e-03,-1.886383889543594705e-01,1.260438901060645378e-03,-1.886383889543594705e-01,1.260438901060645378e-03,-1.840471936526599794e-01,-1.840471936526599794e-01,-1.840471936526599794e-01,-1.840471936526599794e-01,-1.652605979750298992e-02,-1.652605979750298992e-02
4.500000000000002887e-01,5.225097794871441010e+02,5.225097794871441010e+02,5.225097794871441010e+02,5.225097794871441010e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.607262561914570398e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.300587378878503841e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.877966449347984179e-01,1.243420986287269159e-03,-1.877966449347984179e-01,1.243420986287269159e-03,-1.877966449347984179e-01,1.243420986287269159e-03,-1.877966449347984179e-01,1.243420986287269159e-03,-1.832681367523726346e-01,-1.832681367523726346e-01,-1.832681367523726346e-01,-1.832681367523726346e-01,-1.661313635069960881e-02,-1.661313635069960881e-02
4.550000000000002931e-01,5.226249639027191733e+02,5.226249639027191733e+02,5.226249639027191733e+02,5.226249639027191733e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.672342284915641741e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.302562587221123280e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.869663256316456135e-01,1.226472691348901023e-03,-1.869663256316456135e-01,1.226472691348901023e-03,-1.869663256316456135e-01,1.226472691348901023e-03,-1.869663256316456135e-01,1.226472691348901023e-03,-1.825002406485388695e-01,-1.825002406485388695e-01,-1.825002406485388695e-01,-1.825002406485388695e-01,-1.669796815712687454e-02,-1.669796815712687454e-02
4.600000000000002975e-01,5.227384820739576980e+02,5.227384820739576980e+02,5.227384820739576980e+02,5.227384820739576980e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.737514960969523514e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.304306029354096452e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.861473836680632710e-01,1.209595440475830230e-03,-1.861473836680632710e-01,1.209595440475830230e-03,-1.861473836680632710e-01,1.209595440475830230e-03,-1.861473836680632710e-01,1.209595440475830230e-03,-1.817434528402820382e-01,-1.817434528402820382e-01,-1.817434528402820382e-01,-1.817434528402820382e-01,-1.678057525451048804e-02,-1.678057525451048804e-02
4.650000000000003020e-01,5.228503419994272008e+02,5.228503419994272008e+02,5.228503419994272008e+02,5.228503419994272008e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.802769080791579270e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.305820864401097126e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.853397707214919921e-01,1.192790624199080440e-03,-1.853397707214919921e-01,1.192790624199080440e-03,-1.853397707214919921e-01,1.192790624199080440e-03,-1.853397707214919921e-01,1.192790624199080440e-03,-1.809977200038186407e-01,-1.809977200038186407e-01,-1.809977200038186407e-01,-1.809977200038186407e-01,-1.686097772480255053e-02,-1.686097772480255053e-02
4.700000000000003064e-01,5.229605517979939577e+02,5.229605517979939577e+02,5.229605517979939577e+02,5.229605517979939577e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.868093292762386781e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.307110239763842330e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.845434375461649790e-01,1.176059599789169852e-03,-1.845434375461649790e-01,1.176059599789169852e-03,-1.845434375461649790e-01,1.176059599789169852e-03,-1.845434375461649790e-01,1.176059599789169852e-03,-1.802629880133735929e-01,-1.802629880133735929e-01,-1.802629880133735929e-01,-1.802629880133735929e-01,-1.693919569040081008e-02,-1.693919569040081008e-02
4.750000000000003109e-01,5.230691197057267345e+02,5.230691197057267345e+02,5.230691197057267345e+02,5.230691197057267345e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.933476402332880539e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.308177290809031668e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.837583339953259287e-01,1.159403691686211602e-03,-1.837583339953259287e-01,1.159403691686211602e-03,-1.837583339953259287e-01,1.159403691686211602e-03,-1.837583339953259287e-01,1.159403691686211602e-03,-1.795392019618217150e-01,-1.795392019618217150e-01,-1.795392019618217150e-01,-1.795392019618217150e-01,-1.701524931042319722e-02,-1.701524931042319722e-02
4.800000000000003153e-01,5.231760540728396336e+02,5.231760540728396336e+02,5.231760540728396336e+02,5.231760540728396336e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.998907371414839318e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.309025140562214418e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.829844090431583803e-01,1.142824191926683497e-03,-1.829844090431583803e-01,1.142824191926683497e-03,-1.829844090431583803e-01,1.142824191926683497e-03,-1.829844090431583803e-01,1.142824191926683497e-03,-1.788263061810690946e-01,-1.788263061810690946e-01,-1.788263061810690946e-01,-1.788263061810690946e-01,-1.708915877703698349e-02,-1.708915877703698349e-02
4.850000000000003197e-01,5.232813633606762096e+02,5.232813633606762096e+02,5.232813633606762096e+02,5.232813633606762096e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.064375317756496742e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.309656899408451203e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.822216108064345086e-01,1.126322360565312763e-03,-1.822216108064345086e-01,1.126322360565312763e-03,-1.822216108064345086e-01,1.126322360565312763e-03,-1.822216108064345086e-01,1.126322360565312763e-03,-1.781242442621585598e-01,-1.781242442621585598e-01,-1.781242442621585598e-01,-1.781242442621585598e-01,-1.716094431184100877e-02,-1.716094431184100877e-02
4.900000000000003242e-01,5.233850561387328071e+02,5.233850561387328071e+02,5.233850561387328071e+02,5.233850561387328071e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.129869514303718958e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.310075664799881245e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.814698865658761484e-01,1.109899426089411278e-03,-1.814698865658761484e-01,1.109899426089411278e-03,-1.814698865658761484e-01,1.109899426089411278e-03,-1.814698865658761484e-01,1.109899426089411278e-03,-1.774329590751145824e-01,-1.774329590751145824e-01,-1.774329590751145824e-01,-1.774329590751145824e-01,-1.723062616230253141e-02,-1.723062616230253141e-02
4.950000000000003286e-01,5.234871410817206652e+02,5.234871410817206652e+02,5.234871410817206652e+02,5.234871410817206652e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.195379388545417143e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.310284520970173006e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.807291827872434808e-01,1.093556585832100581e-03,-1.807291827872434808e-01,1.093556585832100581e-03,-1.807291827872434808e-01,1.093556585832100581e-03,-1.807291827872434808e-01,1.093556585832100581e-03,-1.767523927885289448e-01,-1.767523927885289448e-01,-1.767523927885289448e-01,-1.767523927885289448e-01,-1.729822459824714720e-02,-1.729822459824714720e-02
5.000000000000003331e-01,5.235876269666662211e+02,5.235876269666662211e+02,5.235876269666662211e+02,5.235876269666662211e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.260894521845637328e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.310286538655525135e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.799994451421450536e-01,1.077295006377987363e-03,-1.799994451421450536e-01,1.077295006377987363e-03,-1.799994451421450536e-01,1.077295006377987363e-03,-1.799994451421450536e-01,1.077295006377987363e-03,-1.760824868888918315e-01,-1.760824868888918315e-01,-1.760824868888918315e-01,-1.760824868888918315e-01,-1.736375990840088868e-02,-1.736375990840088868e-02
5.050000000000003375e-01,5.236865226700502944e+02,5.236865226700502944e+02,5.236865226700502944e+02,5.236865226700502944e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.326404648762327554e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.310084774822350973e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.792806185285773513e-01,1.061115823963953986e-03,-1.792806185285773513e-01,1.061115823963953986e-03,-1.792806185285773513e-01,1.061115823963953986e-03,-1.792806185285773513e-01,1.061115823963953986e-03,-1.754231821996646845e-01,-1.754231821996646845e-01,-1.754231821996646845e-01,-1.754231821996646845e-01,-1.742725239698583728e-02,-1.742725239698583728e-02
5.100000000000003419e-01,5.237838371649845612e+02,5.237838371649845612e+02,5.237838371649845612e+02,5.237838371649845612e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.391899656352116210e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.309682272401513359e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.785726470911966901e-01,1.045020144877062407e-03,-1.785726470911966901e-01,1.045020144877062407e-03,-1.785726470911966901e-01,1.045020144877062407e-03,-1.785726470911966901e-01,1.045020144877062407e-03,-1.747744189001029236e-01,-1.747744189001029236e-01,-1.747744189001029236e-01,-1.747744189001029236e-01,-1.748872238036724980e-02,-1.748872238036724980e-02
5.150000000000003464e-01,5.238795795184246344e+02,5.238795795184246344e+02,5.238795795184246344e+02,5.238795795184246344e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.457369583461545659e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.309082060029109762e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.778754742413237722e-01,1.029009045845130643e-03,-1.778754742413237722e-01,1.029009045845130643e-03,-1.778754742413237722e-01,1.029009045845130643e-03,-1.778754742413237722e-01,1.029009045845130643e-03,-1.741361365438357511e-01,-1.741361365438357511e-01,-1.741361365438357511e-01,-1.741361365438357511e-01,-1.754819018375264328e-02,-1.754819018375264328e-02
5.200000000000003508e-01,5.239737588884213437e+02,5.239737588884213437e+02,5.239737588884213437e+02,5.239737588884213437e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.522804620006759535e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.308287151793452452e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.771890426766905557e-01,1.013083574425088784e-03,-1.771890426766905557e-01,1.013083574425088784e-03,-1.771890426766905557e-01,1.013083574425088784e-03,-1.771890426766905557e-01,1.013083574425088784e-03,-1.735082740771910492e-01,-1.735082740771910492e-01,-1.735082740771910492e-01,-1.735082740771910492e-01,-1.760567613794128405e-02,-1.760567613794128405e-02
5.250000000000003553e-01,5.240663845214062349e+02,5.240663845214062349e+02,5.240663845214062349e+02,5.240663845214062349e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.588195106238979193e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.307300546988732215e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.765132944009224492e-01,9.972447493851177569e-04,-1.765132944009224492e-01,9.972447493851177569e-04,-1.765132944009224492e-01,9.972447493851177569e-04,-1.765132944009224492e-01,9.972447493851177569e-04,-1.728907698572917928e-01,-1.728907698572917928e-01,-1.728907698572917928e-01,-1.728907698572917928e-01,-1.766120057612630134e-02,-1.766120057612630134e-02
5.300000000000003597e-01,5.241574657495148131e+02,5.241574657495148131e+02,5.241574657495148131e+02,5.241574657495148131e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.653531531999544057e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.306125229874544047e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.758481707427707041e-01,9.814935610825692436e-04,-1.758481707427707041e-01,9.814935610825692436e-04,-1.758481707427707041e-01,9.814935610825692436e-04,-1.758481707427707041e-01,9.814935610825692436e-04,-1.722835616699012196e-01,-1.722835616699012196e-01,-1.722835616699012196e-01,-1.722835616699012196e-01,-1.771478383074498453e-02,-1.771478383074498453e-02
5.350000000000003642e-01,5.242470119879440063e+02,5.242470119879440063e+02,5.242470119879440063e+02,5.242470119879440063e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.718804535962073388e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.304764169441940957e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.751936123750882368e-01,9.658309718378887965e-04,-1.751936123750882368e-01,9.658309718378887965e-04,-1.751936123750882368e-01,9.658309718378887965e-04,-1.751936123750882368e-01,9.658309718378887965e-04,-1.716865867470399598e-01,-1.716865867470399598e-01,-1.716865867470399598e-01,-1.716865867470399598e-01,-1.776644623038148296e-02,-1.776644623038148296e-02
5.400000000000003686e-01,5.243350327323453257e+02,5.243350327323453257e+02,5.243350327323453257e+02,5.243350327323453257e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.784004904863081720e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303220319185482978e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.745495593335567586e-01,9.502579163027657927e-04,-1.745495593335567586e-01,9.502579163027657927e-04,-1.745495593335567586e-01,9.502579163027657927e-04,-1.745495593335567586e-01,9.502579163027657927e-04,-1.710997817843644686e-01,-1.710997817843644686e-01,-1.710997817843644686e-01,-1.710997817843644686e-01,-1.781620809671791150e-02,-1.781620809671791150e-02
5.450000000000003730e-01,5.244215375562524741e+02,5.244215375562524741e+02,5.244215375562524741e+02,5.244215375562524741e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.849123572721714126e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.301496616881214763e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.739159510351662163e-01,9.347753018269511216e-04,-1.739159510351662163e-01,9.347753018269511216e-04,-1.739159510351662163e-01,9.347753018269511216e-04,-1.739159510351662163e-01,9.347753018269511216e-04,-1.705230829583168628e-01,-1.705230829583168628e-01,-1.705230829583168628e-01,-1.705230829583168628e-01,-1.786408974153386175e-02,-1.786408974153386175e-02
5.500000000000003775e-01,5.245065361085424911e+02,5.245065361085424911e+02,5.245065361085424911e+02,5.245065361085424911e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.914151620048823332e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.299595984370949253e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.732927262964539805e-01,9.193840088155269541e-04,-1.732927262964539805e-01,9.193840088155269541e-04,-1.732927262964539805e-01,9.193840088155269541e-04,-1.732927262964539805e-01,9.193840088155269541e-04,-1.699564259430500490e-01,-1.699564259430500490e-01,-1.699564259430500490e-01,-1.699564259430500490e-01,-1.791011146375831586e-02,-1.791011146375831586e-02
5.550000000000003819e-01,5.245900381109315731e+02,5.245900381109315731e+02,5.245900381109315731e+02,5.245900381109315731e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.979080273044278471e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.297521327352102460e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.726798233514993397e-01,9.040848910872867350e-04,-1.726798233514993397e-01,9.040848910872867350e-04,-1.726798233514993397e-01,9.040848910872867350e-04,-1.726798233514993397e-01,9.040848910872867350e-04,-1.693997459271228134e-01,-1.693997459271228134e-01,-1.693997459271228134e-01,-1.693997459271228134e-01,-1.795429354656530307e-02,-1.795429354656530307e-02
5.600000000000003864e-01,5.246720533555039765e+02,5.246720533555039765e+02,5.246720533555039765e+02,5.246720533555039765e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.043900902785170004e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.295275535173590065e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.720771798696811850e-01,8.888787762246774804e-04,-1.720771798696811850e-01,8.888787762246774804e-04,-1.720771798696811850e-01,8.888787762246774804e-04,-1.720771798696811850e-01,8.888787762246774804e-04,-1.688529776299735330e-01,-1.688529776299735330e-01,-1.688529776299735330e-01,-1.688529776299735330e-01,-1.799665625452107065e-02,-1.799665625452107065e-02
5.650000000000003908e-01,5.247525917022733211e+02,5.247525917022733211e+02,5.247525917022733211e+02,5.247525917022733211e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.108605024402690375e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.292861480637541582e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.714847329732029912e-01,8.737664659228538966e-04,-1.714847329732029912e-01,8.737664659228538966e-04,-1.714847329732029912e-01,8.737664659228538966e-04,-1.714847329732029912e-01,8.737664659228538966e-04,-1.683160553181778374e-01,-1.683160553181778374e-01,-1.683160553181778374e-01,-1.683160553181778374e-01,-1.803721983077810620e-02,-1.803721983077810620e-02
5.700000000000003952e-01,5.248316630767772040e+02,5.248316630767772040e+02,5.248316630767772040e+02,5.248316630767772040e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.173184296251243097e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.290282019806476832e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.709024192543825427e-01,8.587487363327372947e-04,-1.709024192543825427e-01,8.587487363327372947e-04,-1.709024192543825427e-01,8.587487363327372947e-04,-1.709024192543825427e-01,8.587487363327372947e-04,-1.677889128214853365e-01,-1.677889128214853365e-01,-1.677889128214853365e-01,-1.677889128214853365e-01,-1.807600449431601142e-02,-1.807600449431601142e-02
5.750000000000003997e-01,5.249092774677038733e+02,5.249092774677038733e+02,5.249092774677038733e+02,5.249092774677038733e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.237630519065117340e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.287539991816410989e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.703301747927116194e-01,8.438263383989674793e-04,-1.703301747927116194e-01,8.438263383989674793e-04,-1.703301747927116194e-01,8.438263383989674793e-04,-1.703301747927116194e-01,8.438263383989674793e-04,-1.672714835486408536e-01,-1.672714835486408536e-01,-1.672714835486408536e-01,-1.672714835486408536e-01,-1.811303043722922723e-02,-1.811303043722922723e-02
5.800000000000004041e-01,5.249854449245503929e+02,5.249854449245503929e+02,5.249854449245503929e+02,5.249854449245503929e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.301935635108945277e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.284638218695355327e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.697679351716935292e-01,8.289999981969664589e-04,-1.697679351716935292e-01,8.289999981969664589e-04,-1.697679351716935292e-01,8.289999981969664589e-04,-1.697679351716935292e-01,8.289999981969664589e-04,-1.667637005029973807e-01,-1.667637005029973807e-01,-1.667637005029973807e-01,-1.667637005029973807e-01,-1.814831782206249855e-02,-1.814831782206249855e-02
5.850000000000004086e-01,5.250601755553125258e+02,5.250601755553125258e+02,5.250601755553125258e+02,5.250601755553125258e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.366091727317279236e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.281579505187435686e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.692156354954507114e-01,8.142704172633408177e-04,-1.692156354954507114e-01,8.142704172633408177e-04,-1.692156354954507114e-01,8.142704172633408177e-04,-1.692156354954507114e-01,8.142704172633408177e-04,-1.662654962979165374e-01,-1.662654962979165374e-01,-1.662654962979165374e-01,-1.662654962979165374e-01,-1.818188677919163609e-02,-1.818188677919163609e-02
5.900000000000004130e-01,5.251334795242054270e+02,5.251334795242054270e+02,5.251334795242054270e+02,5.251334795242054270e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.430091018426619343e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.278366638582251191e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.686732104051157366e-01,7.996382729233975084e-04,-1.686732104051157366e-01,7.996382729233975084e-04,-1.686732104051157366e-01,7.996382729233975084e-04,-1.686732104051157366e-01,7.996382729233975084e-04,-1.657768031719638602e-01,-1.657768031719638602e-01,-1.657768031719638602e-01,-1.657768031719638602e-01,-1.821375740424913126e-02,-1.821375740424913126e-02
